Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Classification,average_price_usd_2020
X5,2024,Africa,Black,Hybrid,Automatic,3.6,79175,114516,High,58755.0
3 Series,2013,Asia,Grey,Hybrid,Automatic,4.5,133485,48376,Low,36407.0
5 Series,2024,North America,White,Diesel,Manual,2.8,82105,117463,Low,35258.0
i3,2013,North America,White,Diesel,Manual,2.4,69590,73490,Low,40377.0
7 Series,2012,Africa,Red,Hybrid,Automatic,3.9,68886,57132,Low,97451.0
M3,2022,South America,Red,Hybrid,Automatic,4.1,91203,96318,High,73242.0
M5,2019,Africa,Silver,Electric,Automatic,2.5,64232,55570,Low,112746.0
7 Series,2014,Middle East,Silver,Electric,Manual,1.6,173953,106377,Low,99399.0
7 Series,2014,Africa,White,Diesel,Automatic,2.8,19883,84066,High,98606.0
M5,2020,Asia,White,Diesel,Manual,1.7,77909,34466,Low,108625.0
i3,2016,South America,Silver,Diesel,Automatic,4.7,156146,82075,High,41155.0
X1,2013,South America,Silver,Hybrid,Automatic,4.8,38577,112434,Low,36561.0
M5,2022,Europe,Red,Diesel,Manual,4.1,159546,116319,Low,106753.0
7 Series,2013,Asia,Grey,Diesel,Automatic,4.0,168000,66379,Low,96441.0
M3,2018,Asia,White,Diesel,Automatic,2.3,74697,65918,High,74185.0
7 Series,2015,Europe,Red,Petrol,Automatic,1.8,175521,102313,High,94568.0
X1,2024,Africa,White,Diesel,Manual,4.3,24990,90534,High,35937.0
7 Series,2011,Europe,Silver,Electric,Automatic,3.9,43315,91824,Low,97209.0
X6,2015,South America,Black,Electric,Automatic,4.2,151407,117382,High,68438.0
M3,2011,Middle East,Black,Hybrid,Manual,2.9,29037,104688,Low,76608.0
X1,2014,Asia,Red,Diesel,Automatic,2.0,48156,43766,High,37068.0
M5,2015,South America,White,Electric,Automatic,4.3,53495,66273,Low,112091.0
X5,2013,Middle East,Blue,Diesel,Manual,3.1,64621,45626,Low,58048.0
3 Series,2023,North America,Red,Petrol,Automatic,4.4,188214,47793,Low,37326.0
X3,2022,South America,Blue,Hybrid,Manual,3.0,101091,68356,Low,44896.0
3 Series,2012,North America,White,Diesel,Manual,2.3,70941,111227,Low,39063.0
M3,2016,Africa,White,Petrol,Automatic,2.1,196042,39775,Low,70136.0
X3,2011,Europe,Black,Diesel,Manual,4.1,174165,73617,Low,42357.0
X1,2022,Africa,Black,Hybrid,Manual,3.5,41496,69274,Low,36461.0
i3,2020,South America,Silver,Diesel,Automatic,2.9,136711,47162,Low,44044.0
3 Series,2023,Asia,Black,Electric,Manual,3.2,36703,45430,High,39671.0
i3,2015,Middle East,Grey,Hybrid,Manual,3.4,36459,110295,Low,42813.0
5 Series,2022,North America,Grey,Electric,Manual,2.3,37062,113808,High,32742.0
3 Series,2013,Africa,White,Diesel,Manual,2.8,122298,87244,High,36015.0
i8,2015,Asia,Red,Hybrid,Automatic,2.5,86613,103625,Low,146282.0
M5,2013,Europe,White,Petrol,Manual,2.9,135900,50134,High,106572.0
M3,2024,Asia,Silver,Petrol,Manual,2.1,171248,106164,Low,77161.0
5 Series,2013,South America,White,Hybrid,Automatic,2.9,2958,80791,High,31453.0
3 Series,2018,Africa,White,Electric,Automatic,2.8,106485,98606,Low,35214.0
5 Series,2016,Asia,Grey,Electric,Automatic,2.5,111251,64325,Low,30234.0
X1,2012,Europe,Blue,Petrol,Manual,5.0,129238,56734,Low,39870.0
X5,2012,North America,Silver,Petrol,Automatic,1.8,32040,48393,High,55006.0
M5,2015,South America,Black,Hybrid,Automatic,3.8,142832,38514,Low,109140.0
i3,2015,South America,White,Diesel,Manual,2.1,3571,46577,High,43996.0
X1,2024,Africa,White,Electric,Automatic,4.7,138307,97146,Low,38693.0
X6,2024,Asia,Silver,Electric,Automatic,2.9,112387,35604,High,64625.0
3 Series,2018,North America,Grey,Petrol,Automatic,4.4,198959,36641,Low,39191.0
M5,2013,Asia,White,Electric,Automatic,2.4,74044,62098,Low,106145.0
M5,2018,Europe,Grey,Electric,Automatic,2.0,30874,72702,Low,113760.0
X1,2013,Europe,Blue,Petrol,Automatic,2.6,49734,95764,High,36381.0
7 Series,2011,Asia,Silver,Electric,Automatic,2.7,133153,43314,Low,94201.0
X6,2011,Middle East,White,Electric,Automatic,2.9,143043,78366,Low,69785.0
X6,2014,Africa,Black,Petrol,Manual,2.8,161281,87185,Low,69856.0
M5,2013,Africa,White,Diesel,Automatic,2.9,193430,99512,High,110099.0
X5,2016,North America,Black,Hybrid,Manual,4.0,30499,112342,Low,58904.0
X1,2020,Middle East,Blue,Electric,Automatic,1.6,147945,116263,Low,35132.0
i8,2014,Middle East,Silver,Diesel,Manual,3.2,43752,38984,High,146494.0
7 Series,2015,South America,Black,Electric,Manual,3.1,150234,109129,Low,99739.0
X6,2019,North America,Silver,Diesel,Automatic,1.7,129470,53476,High,65202.0
3 Series,2022,South America,Grey,Electric,Manual,3.3,53702,57175,High,35325.0
M3,2021,Asia,Silver,Hybrid,Automatic,2.3,96050,61856,Low,73432.0
X5,2011,South America,Silver,Petrol,Automatic,4.6,74132,46259,Low,59470.0
X6,2019,Asia,Blue,Petrol,Manual,1.6,66531,79344,Low,68487.0
M3,2018,Africa,Red,Diesel,Manual,3.1,61380,32777,High,70951.0
X5,2019,North America,Silver,Diesel,Automatic,5.0,66127,114303,Low,59939.0
i8,2016,South America,Black,Electric,Automatic,2.7,168214,44478,Low,157585.0
M5,2013,Middle East,Red,Hybrid,Automatic,1.6,196023,51420,High,110186.0
M5,2012,North America,Black,Electric,Manual,3.2,184235,104427,Low,109459.0
M3,2019,Middle East,White,Electric,Manual,2.2,176051,40504,Low,71981.0
X3,2023,Europe,Black,Electric,Manual,3.8,58212,31173,Low,41876.0
X3,2012,Africa,Red,Hybrid,Automatic,2.4,96660,105788,High,41844.0
X6,2018,North America,Red,Hybrid,Manual,1.7,95765,94122,High,62224.0
M5,2014,South America,Blue,Petrol,Automatic,4.1,50316,84422,Low,114373.0
M3,2022,Europe,Blue,Diesel,Automatic,3.5,38218,61638,High,74598.0
X1,2012,Africa,Silver,Electric,Manual,2.4,144787,71007,Low,36531.0
X3,2014,Africa,Silver,Petrol,Manual,1.9,63229,54409,Low,44236.0
3 Series,2011,Europe,White,Diesel,Manual,2.5,81766,93443,Low,37305.0
7 Series,2013,North America,Black,Electric,Manual,4.4,123817,77113,High,86475.0
7 Series,2019,Asia,Blue,Electric,Automatic,2.6,186658,116104,High,86039.0
M3,2011,South America,Grey,Diesel,Automatic,3.9,29272,102840,High,78324.0
X5,2021,Africa,Red,Petrol,Manual,2.7,86234,74499,High,59159.0
3 Series,2017,Middle East,Red,Diesel,Automatic,4.6,79529,69598,Low,39544.0
X1,2010,Europe,Blue,Hybrid,Manual,3.3,12096,43980,High,39850.0
X6,2023,Africa,Black,Diesel,Automatic,3.8,1228,86791,Low,65829.0
i3,2016,North America,Red,Hybrid,Automatic,3.2,145062,46485,Low,44133.0
X3,2014,Europe,Black,Diesel,Manual,3.1,20465,74951,Low,42019.0
3 Series,2024,Europe,Silver,Petrol,Manual,4.5,39207,59534,High,39348.0
3 Series,2020,Middle East,Red,Hybrid,Manual,2.5,33413,32587,Low,39784.0
3 Series,2017,South America,Grey,Electric,Manual,1.6,75932,36482,Low,35469.0
5 Series,2010,Asia,Grey,Petrol,Manual,4.6,54961,33249,Low,34406.0
X1,2020,Middle East,Blue,Diesel,Manual,4.4,195139,35280,Low,37641.0
7 Series,2016,South America,White,Electric,Manual,2.8,52203,79345,Low,93955.0
5 Series,2014,North America,Silver,Hybrid,Automatic,2.1,122119,71596,Low,33899.0
X5,2013,North America,Red,Petrol,Automatic,3.9,180836,31905,Low,58617.0
X5,2016,Asia,White,Hybrid,Manual,1.8,137729,43301,Low,59037.0
5 Series,2019,Asia,Black,Diesel,Automatic,3.0,135427,79068,High,35380.0
X3,2024,Europe,Grey,Hybrid,Automatic,1.8,49110,70162,Low,42419.0
X1,2011,Asia,Grey,Electric,Automatic,3.6,34452,75842,Low,36003.0
X6,2021,Africa,Black,Hybrid,Automatic,1.6,187188,65433,Low,68933.0
X3,2024,North America,White,Petrol,Automatic,3.7,32487,112999,Low,44938.0
M3,2010,Africa,White,Diesel,Automatic,3.9,7069,73780,High,71483.0
X6,2010,South America,Blue,Petrol,Manual,3.2,137888,111475,Low,68196.0
X3,2020,North America,Silver,Petrol,Automatic,2.1,196245,83889,High,43793.0
X6,2021,Middle East,Grey,Hybrid,Manual,1.9,150021,88658,Low,69311.0
X1,2010,Asia,Grey,Petrol,Manual,2.6,197203,98998,Low,38777.0
M5,2024,Europe,Black,Hybrid,Automatic,3.1,14790,38729,Low,106791.0
X1,2021,Africa,White,Electric,Manual,3.7,147741,79735,High,38593.0
M3,2014,South America,Black,Hybrid,Manual,1.5,196714,113768,Low,70143.0
X3,2019,North America,Red,Diesel,Automatic,4.0,81720,38496,Low,41143.0
X3,2016,North America,Silver,Petrol,Automatic,4.0,35847,119824,Low,44176.0
M5,2011,Asia,Silver,Diesel,Automatic,3.1,145296,73963,Low,110051.0
X5,2019,Europe,Silver,Hybrid,Manual,2.7,83306,35642,Low,57762.0
X1,2017,Asia,Red,Diesel,Manual,4.4,179291,32517,High,35784.0
3 Series,2013,Africa,Red,Petrol,Automatic,4.2,124575,89341,Low,39385.0
M3,2021,North America,Silver,Petrol,Manual,4.9,25903,85159,Low,70894.0
5 Series,2012,South America,White,Hybrid,Manual,2.8,142856,73508,High,37564.0
X3,2019,North America,Grey,Diesel,Manual,4.7,58626,46795,Low,41912.0
X6,2020,Middle East,Silver,Diesel,Automatic,1.8,37675,45809,Low,60395.0
M5,2017,Europe,Silver,Petrol,Automatic,2.9,127793,93183,Low,106126.0
5 Series,2011,South America,Grey,Petrol,Automatic,3.1,170211,75326,Low,33698.0
M3,2020,Middle East,Silver,Diesel,Manual,3.0,24879,116457,Low,70318.0
7 Series,2020,Middle East,White,Petrol,Manual,3.7,184070,51643,Low,87892.0
7 Series,2022,Europe,White,Electric,Automatic,2.1,3081,80371,Low,90474.0
X5,2012,Asia,Blue,Petrol,Manual,4.5,169293,43304,Low,55121.0
X3,2012,Europe,Blue,Diesel,Automatic,4.7,138741,82842,Low,43450.0
M3,2020,Africa,Black,Diesel,Automatic,3.7,127295,116450,Low,74962.0
X6,2010,Europe,Blue,Diesel,Manual,2.9,37375,79539,Low,65351.0
M3,2015,South America,Blue,Diesel,Manual,3.3,72113,105376,High,78402.0
X6,2011,Africa,White,Diesel,Automatic,4.1,191056,88441,High,64951.0
M3,2021,Europe,Red,Electric,Manual,4.0,182337,47168,Low,79361.0
X6,2015,North America,White,Petrol,Manual,3.3,13412,38106,High,62714.0
X5,2023,North America,Black,Hybrid,Automatic,2.3,176223,79177,Low,58069.0
X6,2013,Middle East,Red,Diesel,Automatic,3.2,98266,64393,Low,66120.0
7 Series,2015,Africa,White,Diesel,Automatic,3.1,189854,51351,High,94158.0
7 Series,2021,Africa,Grey,Diesel,Automatic,3.9,146243,37942,Low,89434.0
7 Series,2018,Africa,White,Petrol,Manual,1.5,79202,88589,Low,98734.0
X1,2022,Europe,White,Electric,Automatic,3.6,74506,92726,High,37993.0
X5,2019,North America,Grey,Hybrid,Manual,4.6,176662,116176,Low,55633.0
X3,2017,Middle East,Red,Petrol,Manual,3.0,139950,71262,Low,42253.0
M5,2010,North America,Silver,Petrol,Automatic,2.7,163899,30139,Low,113249.0
X3,2017,Africa,Red,Electric,Automatic,2.7,55415,65717,Low,41607.0
M5,2018,North America,Silver,Hybrid,Automatic,1.7,71586,112226,Low,108816.0
M3,2015,Asia,Red,Hybrid,Automatic,4.3,37328,57179,Low,70816.0
3 Series,2019,South America,Grey,Hybrid,Manual,4.3,131888,113938,Low,36400.0
3 Series,2014,South America,Blue,Petrol,Automatic,2.4,55031,36329,Low,37312.0
X3,2015,Africa,Grey,Diesel,Automatic,1.9,8357,110302,Low,41580.0
M3,2015,North America,Grey,Electric,Manual,4.6,116558,99604,High,76138.0
5 Series,2013,Africa,Grey,Hybrid,Manual,3.7,164511,84496,Low,37176.0
5 Series,2011,South America,Blue,Petrol,Manual,2.4,118881,77598,Low,37726.0
5 Series,2020,North America,Black,Diesel,Automatic,2.3,184345,35175,Low,34225.0
X6,2020,Middle East,White,Hybrid,Manual,1.6,150898,116850,Low,67248.0
3 Series,2018,North America,Red,Hybrid,Manual,3.5,130558,48357,High,39544.0
M3,2011,Europe,White,Diesel,Automatic,2.0,179268,86411,Low,78035.0
M3,2019,South America,Black,Electric,Manual,1.5,196576,62784,Low,75670.0
X3,2018,Asia,Black,Electric,Automatic,1.9,40724,70127,High,44181.0
X1,2011,Middle East,Silver,Hybrid,Automatic,2.6,111298,92903,High,39932.0
i3,2021,Asia,Blue,Diesel,Manual,3.8,75933,110375,Low,41524.0
X1,2017,South America,Blue,Petrol,Manual,2.2,73597,110146,Low,36096.0
X6,2018,South America,Red,Diesel,Automatic,4.6,196787,34306,Low,67471.0
X1,2021,Africa,Black,Diesel,Manual,2.5,83983,72716,High,38158.0
i8,2019,Europe,White,Hybrid,Automatic,2.7,158341,33883,Low,153078.0
i3,2018,Africa,Red,Diesel,Automatic,2.3,90082,40240,Low,43364.0
X3,2019,Asia,Black,Petrol,Manual,2.4,40089,77689,Low,44937.0
i3,2018,Middle East,Blue,Diesel,Manual,1.8,153067,46696,High,41562.0
7 Series,2011,Africa,Grey,Diesel,Manual,2.5,172343,49222,Low,92297.0
X1,2013,South America,Silver,Petrol,Manual,4.5,92857,55166,High,35037.0
5 Series,2016,Europe,Grey,Electric,Manual,3.9,72531,106147,Low,32844.0
M3,2021,Middle East,Blue,Hybrid,Automatic,4.6,168117,82594,Low,79829.0
X6,2011,Europe,Red,Diesel,Manual,1.9,152301,72134,High,61555.0
M3,2010,North America,Blue,Hybrid,Manual,3.1,45386,75406,Low,72574.0
X1,2012,North America,Grey,Petrol,Manual,2.3,70547,55168,Low,36565.0
5 Series,2021,Africa,Black,Petrol,Manual,4.0,82726,101781,High,31065.0
X3,2013,Europe,Blue,Electric,Automatic,4.9,71939,36699,Low,40045.0
i3,2017,Europe,Silver,Diesel,Manual,4.4,104621,119827,Low,42724.0
X3,2015,Africa,White,Electric,Automatic,1.6,26921,50786,High,43204.0
X1,2020,North America,Blue,Diesel,Manual,2.6,54557,86406,Low,37203.0
3 Series,2011,North America,Black,Hybrid,Manual,1.6,68515,43171,High,38183.0
M5,2018,Middle East,Black,Electric,Automatic,1.8,35605,101678,Low,107983.0
3 Series,2023,Africa,Grey,Hybrid,Automatic,2.5,97959,46497,Low,37677.0
M5,2011,Africa,Black,Electric,Automatic,2.6,168849,104389,High,111068.0
M3,2022,Middle East,Red,Diesel,Automatic,2.9,137092,97162,Low,72925.0
X6,2024,South America,White,Diesel,Automatic,2.9,150315,117602,Low,67672.0
i8,2014,North America,Silver,Diesel,Automatic,2.0,128246,80378,Low,143019.0
X1,2013,Europe,White,Hybrid,Manual,3.7,98034,42262,Low,36832.0
M3,2022,South America,Black,Electric,Automatic,3.5,91469,105849,Low,72532.0
i3,2016,North America,Blue,Hybrid,Manual,2.0,28362,88212,High,44465.0
i3,2017,North America,Silver,Electric,Manual,4.5,46579,114361,High,44370.0
X3,2014,Middle East,Red,Hybrid,Automatic,2.7,57119,100377,Low,44363.0
X6,2019,North America,White,Electric,Manual,2.8,30044,95411,Low,66748.0
X6,2023,Asia,Black,Petrol,Automatic,3.0,173378,61818,Low,60423.0
X3,2023,Middle East,Red,Diesel,Manual,2.6,159116,55169,High,41828.0
5 Series,2014,Middle East,White,Hybrid,Automatic,3.5,190085,77333,Low,32208.0
X6,2011,Europe,White,Diesel,Automatic,2.9,19833,86948,High,61383.0
i3,2017,North America,White,Hybrid,Manual,2.4,163375,71193,Low,43417.0
X1,2011,Europe,Silver,Electric,Automatic,2.6,136414,56065,High,38198.0
M5,2019,Africa,Grey,Electric,Automatic,3.9,117526,77616,High,107278.0
X3,2021,Africa,White,Hybrid,Automatic,2.7,1893,116752,Low,44585.0
i8,2015,North America,Silver,Hybrid,Automatic,3.0,171493,48676,Low,143907.0
5 Series,2017,Europe,Silver,Electric,Automatic,2.3,187252,106905,High,34381.0
i3,2015,Middle East,White,Hybrid,Automatic,4.1,128039,108000,Low,42483.0
M3,2013,Europe,Red,Hybrid,Automatic,4.1,61744,74190,High,70669.0
3 Series,2022,North America,Red,Diesel,Manual,1.6,184865,66912,High,35842.0
M5,2013,Asia,Silver,Electric,Automatic,1.7,23036,39782,Low,106459.0
X3,2015,Middle East,Black,Hybrid,Manual,4.7,117221,68782,Low,43474.0
3 Series,2023,South America,Blue,Diesel,Manual,4.6,63686,114679,Low,37789.0
M3,2024,North America,Silver,Electric,Manual,3.3,197120,78800,Low,79711.0
X1,2022,Europe,Silver,Diesel,Manual,3.2,11615,46855,Low,38485.0
i3,2013,South America,Grey,Diesel,Automatic,4.3,59413,40124,Low,44426.0
X3,2017,Middle East,Grey,Diesel,Manual,2.0,5351,62637,Low,42754.0
5 Series,2018,Africa,White,Electric,Automatic,3.8,12483,58360,High,35601.0
M3,2010,South America,White,Electric,Manual,3.2,103038,47092,Low,78428.0
X1,2013,Asia,Silver,Petrol,Manual,1.6,161506,93535,High,36882.0
X3,2013,Middle East,Silver,Hybrid,Automatic,3.6,28029,46871,High,43651.0
M3,2011,Europe,Red,Electric,Manual,3.4,22230,77825,Low,71679.0
7 Series,2015,Middle East,Red,Diesel,Manual,4.4,111324,62963,High,86618.0
5 Series,2012,Middle East,White,Electric,Manual,3.9,20920,58643,Low,36644.0
M5,2016,Europe,Grey,Petrol,Automatic,4.6,26049,108337,High,106852.0
M5,2022,Middle East,Black,Diesel,Automatic,4.6,142701,72252,High,114033.0
7 Series,2014,Africa,Black,Electric,Manual,3.7,148214,102593,Low,87217.0
5 Series,2013,Europe,Silver,Hybrid,Automatic,4.6,69697,75900,Low,32597.0
3 Series,2014,Asia,Black,Petrol,Automatic,1.8,42379,55357,Low,37618.0
i3,2017,Middle East,Black,Diesel,Automatic,3.5,195193,82946,Low,41757.0
X1,2012,Africa,White,Hybrid,Manual,1.9,28036,36952,High,36501.0
M3,2023,Asia,Blue,Electric,Automatic,1.6,154601,77116,High,75135.0
X6,2016,Middle East,Blue,Petrol,Manual,3.9,59982,30191,Low,65299.0
3 Series,2024,Middle East,Black,Hybrid,Manual,3.9,135689,103564,High,35252.0
X5,2023,Middle East,Grey,Hybrid,Manual,3.6,94960,86531,Low,57045.0
X3,2015,Africa,Silver,Diesel,Manual,4.5,199020,61018,High,43723.0
5 Series,2010,Asia,Blue,Electric,Manual,1.9,102485,71982,Low,34814.0
7 Series,2022,North America,Grey,Petrol,Manual,4.5,22531,78150,Low,86563.0
M3,2016,Asia,White,Hybrid,Manual,3.3,57921,104808,Low,71188.0
7 Series,2023,Middle East,White,Petrol,Manual,2.5,43192,50462,High,88516.0
X6,2022,Asia,White,Hybrid,Automatic,4.1,107289,56937,Low,62983.0
7 Series,2016,Europe,Grey,Electric,Manual,4.6,4629,71207,Low,87679.0
X5,2023,Middle East,Blue,Hybrid,Automatic,3.9,124868,108263,High,59547.0
M3,2021,Middle East,Grey,Hybrid,Automatic,2.5,17981,50343,Low,77640.0
5 Series,2018,South America,Blue,Petrol,Automatic,4.5,21,55195,High,36457.0
X3,2015,Europe,Red,Petrol,Manual,3.7,48666,42642,High,43060.0
M3,2024,Asia,Silver,Electric,Automatic,2.3,128641,65928,High,70723.0
7 Series,2021,Africa,White,Hybrid,Manual,3.3,19220,63551,Low,90324.0
X3,2014,Middle East,Black,Hybrid,Manual,2.3,16405,66912,Low,42252.0
7 Series,2022,Africa,Red,Hybrid,Manual,3.8,1928,98451,Low,95276.0
M5,2020,North America,Black,Diesel,Manual,1.6,89758,91891,Low,110173.0
7 Series,2013,Europe,Blue,Hybrid,Manual,2.6,143020,63399,Low,85470.0
X5,2016,Africa,Grey,Diesel,Manual,3.9,58880,81000,High,59141.0
i8,2017,Europe,Blue,Electric,Manual,2.0,190990,53206,Low,149586.0
X3,2020,Europe,Grey,Petrol,Automatic,2.3,112797,68942,Low,41473.0
X6,2024,Middle East,Silver,Electric,Manual,3.9,120353,117515,High,65426.0
X1,2020,North America,Grey,Electric,Automatic,3.2,129688,50144,High,35919.0
X1,2014,Africa,Silver,Electric,Manual,2.7,23584,62697,High,39108.0
3 Series,2012,Europe,Black,Diesel,Manual,2.0,129247,50369,Low,39220.0
M3,2021,Middle East,Red,Petrol,Automatic,2.9,162884,116378,Low,70694.0
5 Series,2023,Asia,White,Electric,Automatic,1.9,73113,104038,Low,34190.0
5 Series,2015,South America,Blue,Petrol,Automatic,1.9,193469,61591,Low,32538.0
M3,2023,Middle East,Silver,Diesel,Automatic,4.9,71698,37553,High,77848.0
3 Series,2016,Asia,Grey,Electric,Manual,4.9,64457,88686,Low,36462.0
i3,2017,Middle East,Black,Hybrid,Automatic,3.0,185331,94161,High,42422.0
M5,2020,Africa,Red,Hybrid,Automatic,3.8,90337,114873,Low,110348.0
3 Series,2014,Europe,Red,Diesel,Manual,2.6,21334,103231,Low,36586.0
X6,2018,Middle East,White,Petrol,Automatic,3.6,70000,42427,Low,66971.0
X3,2015,Europe,White,Electric,Manual,4.7,173165,108458,Low,41419.0
i3,2018,Middle East,Grey,Diesel,Manual,4.5,194140,61441,Low,43913.0
7 Series,2024,South America,Black,Diesel,Manual,4.6,157743,107456,Low,89181.0
7 Series,2015,Africa,Grey,Petrol,Manual,4.3,181597,65238,Low,88854.0
M3,2011,South America,Black,Diesel,Automatic,2.7,199725,77292,Low,70659.0
X5,2022,Asia,White,Hybrid,Automatic,2.3,151149,80257,High,57686.0
3 Series,2014,Europe,Red,Diesel,Automatic,3.5,101462,64682,High,39564.0
X6,2021,Europe,Black,Electric,Manual,3.9,81609,39649,Low,62128.0
X3,2020,South America,White,Electric,Manual,2.9,53486,95888,High,40483.0
X1,2018,Asia,Black,Petrol,Automatic,4.5,2329,116330,Low,35036.0
M3,2016,South America,White,Hybrid,Automatic,3.5,30656,58547,Low,71963.0
M5,2010,Asia,Grey,Hybrid,Manual,3.1,44648,35004,Low,114173.0
X6,2013,Europe,Black,Electric,Automatic,4.5,142724,79141,Low,60343.0
7 Series,2021,Europe,Grey,Electric,Automatic,1.6,43844,33429,Low,98031.0
i3,2016,Asia,Black,Hybrid,Automatic,2.0,6286,77195,Low,42151.0
X3,2016,Africa,Blue,Petrol,Manual,4.1,11299,65198,Low,43589.0
3 Series,2024,Asia,Silver,Electric,Automatic,3.0,61430,39623,Low,38582.0
M5,2015,Asia,White,Hybrid,Manual,4.6,186874,61168,Low,112019.0
X3,2017,Europe,Silver,Diesel,Automatic,2.7,1881,105997,Low,44651.0
M5,2020,Europe,Black,Petrol,Automatic,3.7,108273,81327,High,109939.0
X1,2015,Asia,White,Hybrid,Manual,2.1,60326,76300,High,35441.0
i3,2019,Europe,Red,Electric,Automatic,2.5,164373,101485,Low,44450.0
X3,2012,South America,Red,Hybrid,Automatic,4.7,8893,58478,Low,41279.0
i3,2013,Europe,Grey,Diesel,Manual,2.1,16320,106543,Low,41915.0
X5,2023,Middle East,Black,Hybrid,Automatic,2.1,162267,107301,Low,55202.0
X5,2012,Asia,White,Electric,Automatic,3.2,43821,64581,High,55063.0
7 Series,2024,Asia,White,Hybrid,Automatic,4.6,28882,115456,High,99168.0
5 Series,2019,Europe,Red,Diesel,Manual,1.9,198910,77103,Low,30012.0
7 Series,2014,South America,White,Electric,Manual,3.7,166504,30901,Low,97657.0
X1,2024,North America,Grey,Diesel,Manual,2.7,153588,43752,High,37463.0
X3,2010,South America,Red,Diesel,Manual,4.3,98814,34983,Low,40717.0
X1,2010,South America,Red,Petrol,Manual,3.6,64075,113280,Low,35002.0
X3,2011,Europe,Blue,Petrol,Automatic,2.9,171701,103206,High,41664.0
M3,2022,North America,Red,Petrol,Manual,4.9,46313,119696,High,70555.0
X3,2013,Europe,Blue,Petrol,Manual,1.7,109957,86554,High,40609.0
X5,2015,South America,Blue,Electric,Automatic,3.5,106102,93497,Low,59091.0
i8,2017,Asia,Black,Electric,Automatic,5.0,41442,57986,High,154462.0
X3,2022,Asia,Grey,Electric,Automatic,3.9,60992,109025,Low,40002.0
7 Series,2012,Asia,White,Hybrid,Manual,1.6,71803,104505,Low,97836.0
7 Series,2021,Europe,Blue,Hybrid,Automatic,1.6,106807,33258,Low,91267.0
3 Series,2012,Asia,Blue,Hybrid,Automatic,5.0,87168,106785,Low,39803.0
